,Driver,DriverNumber,LapTime,LapNumber,Compound,TyreLife,Year,GrandPrix
730,BEA,50,110.119,11.0,MEDIUM,11.0,2024,Azerbaijan Grand Prix
731,BEA,50,110.055,12.0,MEDIUM,12.0,2024,Azerbaijan Grand Prix
732,BEA,50,110.193,13.0,MEDIUM,13.0,2024,Azerbaijan Grand Prix
733,BEA,50,114.465,14.0,MEDIUM,14.0,2024,Azerbaijan Grand Prix
734,BEA,50,126.955,15.0,HARD,1.0,2024,Azerbaijan Grand Prix
735,BEA,50,110.038,16.0,HARD,2.0,2024,Azerbaijan Grand Prix
736,BEA,50,109.571,17.0,HARD,3.0,2024,Azerbaijan Grand Prix
737,BEA,50,108.714,18.0,HARD,4.0,2024,Azerbaijan Grand Prix
738,BEA,50,108.457,19.0,HARD,5.0,2024,Azerbaijan Grand Prix
739,BEA,50,108.769,20.0,HARD,6.0,2024,Azerbaijan Grand Prix
740,BEA,50,108.487,21.0,HARD,7.0,2024,Azerbaijan Grand Prix
741,BEA,50,109.905,22.0,HARD,8.0,2024,Azerbaijan Grand Prix
742,BEA,50,108.487,23.0,HARD,9.0,2024,Azerbaijan Grand Prix
743,BEA,50,108.214,24.0,HARD,10.0,2024,Azerbaijan Grand Prix
744,BEA,50,108.113,25.0,HARD,11.0,2024,Azerbaijan Grand Prix
745,BEA,50,108.305,26.0,HARD,12.0,2024,Azerbaijan Grand Prix
746,BEA,50,108.004,27.0,HARD,13.0,2024,Azerbaijan Grand Prix
747,BEA,50,108.312,28.0,HARD,14.0,2024,Azerbaijan Grand Prix
748,BEA,50,108.703,29.0,HARD,15.0,2024,Azerbaijan Grand Prix
749,BEA,50,108.046,30.0,HARD,16.0,2024,Azerbaijan Grand Prix
750,BEA,50,107.552,31.0,HARD,17.0,2024,Azerbaijan Grand Prix
751,BEA,50,108.147,32.0,HARD,18.0,2024,Azerbaijan Grand Prix
752,BEA,50,108.578,33.0,HARD,19.0,2024,Azerbaijan Grand Prix
753,BEA,50,108.342,34.0,HARD,20.0,2024,Azerbaijan Grand Prix
754,BEA,50,108.655,35.0,HARD,21.0,2024,Azerbaijan Grand Prix
755,BEA,50,108.819,36.0,HARD,22.0,2024,Azerbaijan Grand Prix
756,BEA,50,110.561,37.0,HARD,23.0,2024,Azerbaijan Grand Prix
757,BEA,50,109.56,38.0,HARD,24.0,2024,Azerbaijan Grand Prix
758,BEA,50,108.85,39.0,HARD,25.0,2024,Azerbaijan Grand Prix
759,BEA,50,109.166,40.0,HARD,26.0,2024,Azerbaijan Grand Prix
760,BEA,50,110.629,41.0,HARD,27.0,2024,Azerbaijan Grand Prix
761,BEA,50,107.883,42.0,HARD,28.0,2024,Azerbaijan Grand Prix
762,BEA,50,107.681,43.0,HARD,29.0,2024,Azerbaijan Grand Prix
763,BEA,50,107.345,44.0,HARD,30.0,2024,Azerbaijan Grand Prix
764,BEA,50,107.68,45.0,HARD,31.0,2024,Azerbaijan Grand Prix
765,BEA,50,107.281,46.0,HARD,32.0,2024,Azerbaijan Grand Prix
766,BEA,50,107.048,47.0,HARD,33.0,2024,Azerbaijan Grand Prix
767,BEA,50,107.369,48.0,HARD,34.0,2024,Azerbaijan Grand Prix
768,BEA,50,107.435,49.0,HARD,35.0,2024,Azerbaijan Grand Prix
769,BEA,50,141.914,50.0,HARD,36.0,2024,Azerbaijan Grand Prix
770,BEA,50,,51.0,HARD,37.0,2024,Azerbaijan Grand Prix
771,SAI,55,114.797,1.0,MEDIUM,1.0,2024,Azerbaijan Grand Prix
772,SAI,55,109.12,2.0,MEDIUM,2.0,2024,Azerbaijan Grand Prix
773,SAI,55,109.375,3.0,MEDIUM,3.0,2024,Azerbaijan Grand Prix
774,SAI,55,109.167,4.0,MEDIUM,4.0,2024,Azerbaijan Grand Prix
775,SAI,55,109.039,5.0,MEDIUM,5.0,2024,Azerbaijan Grand Prix
776,SAI,55,108.826,6.0,MEDIUM,6.0,2024,Azerbaijan Grand Prix
777,SAI,55,108.596,7.0,MEDIUM,7.0,2024,Azerbaijan Grand Prix
778,SAI,55,108.482,8.0,MEDIUM,8.0,2024,Azerbaijan Grand Prix
779,SAI,55,108.154,9.0,MEDIUM,9.0,2024,Azerbaijan Grand Prix
780,SAI,55,108.389,10.0,MEDIUM,10.0,2024,Azerbaijan Grand Prix
781,SAI,55,108.77,11.0,MEDIUM,11.0,2024,Azerbaijan Grand Prix
782,SAI,55,109.348,12.0,MEDIUM,12.0,2024,Azerbaijan Grand Prix
783,SAI,55,108.594,13.0,MEDIUM,13.0,2024,Azerbaijan Grand Prix
784,SAI,55,108.672,14.0,MEDIUM,14.0,2024,Azerbaijan Grand Prix
785,SAI,55,109.316,15.0,MEDIUM,15.0,2024,Azerbaijan Grand Prix
786,SAI,55,109.36,16.0,MEDIUM,16.0,2024,Azerbaijan Grand Prix
787,SAI,55,113.944,17.0,MEDIUM,17.0,2024,Azerbaijan Grand Prix
788,SAI,55,125.361,18.0,HARD,1.0,2024,Azerbaijan Grand Prix
789,SAI,55,107.939,19.0,HARD,2.0,2024,Azerbaijan Grand Prix
790,SAI,55,108.091,20.0,HARD,3.0,2024,Azerbaijan Grand Prix
791,SAI,55,107.879,21.0,HARD,4.0,2024,Azerbaijan Grand Prix
792,SAI,55,108.582,22.0,HARD,5.0,2024,Azerbaijan Grand Prix
793,SAI,55,108.331,23.0,HARD,6.0,2024,Azerbaijan Grand Prix
794,SAI,55,108.474,24.0,HARD,7.0,2024,Azerbaijan Grand Prix
795,SAI,55,107.746,25.0,HARD,8.0,2024,Azerbaijan Grand Prix
796,SAI,55,107.593,26.0,HARD,9.0,2024,Azerbaijan Grand Prix
797,SAI,55,107.325,27.0,HARD,10.0,2024,Azerbaijan Grand Prix
798,SAI,55,107.072,28.0,HARD,11.0,2024,Azerbaijan Grand Prix
799,SAI,55,107.448,29.0,HARD,12.0,2024,Azerbaijan Grand Prix
800,SAI,55,107.826,30.0,HARD,13.0,2024,Azerbaijan Grand Prix
801,SAI,55,107.388,31.0,HARD,14.0,2024,Azerbaijan Grand Prix
802,SAI,55,107.33,32.0,HARD,15.0,2024,Azerbaijan Grand Prix
803,SAI,55,107.205,33.0,HARD,16.0,2024,Azerbaijan Grand Prix
804,SAI,55,107.402,34.0,HARD,17.0,2024,Azerbaijan Grand Prix
805,SAI,55,107.31,35.0,HARD,18.0,2024,Azerbaijan Grand Prix
806,SAI,55,107.473,36.0,HARD,19.0,2024,Azerbaijan Grand Prix
807,SAI,55,108.379,37.0,HARD,20.0,2024,Azerbaijan Grand Prix
808,SAI,55,107.116,38.0,HARD,21.0,2024,Azerbaijan Grand Prix
809,SAI,55,107.229,39.0,HARD,22.0,2024,Azerbaijan Grand Prix
810,SAI,55,106.964,40.0,HARD,23.0,2024,Azerbaijan Grand Prix
811,SAI,55,107.458,41.0,HARD,24.0,2024,Azerbaijan Grand Prix
812,SAI,55,106.928,42.0,HARD,25.0,2024,Azerbaijan Grand Prix
813,SAI,55,107.267,43.0,HARD,26.0,2024,Azerbaijan Grand Prix
814,SAI,55,107.081,44.0,HARD,27.0,2024,Azerbaijan Grand Prix
815,SAI,55,107.262,45.0,HARD,28.0,2024,Azerbaijan Grand Prix
816,SAI,55,106.866,46.0,HARD,29.0,2024,Azerbaijan Grand Prix
817,SAI,55,106.934,47.0,HARD,30.0,2024,Azerbaijan Grand Prix
818,SAI,55,108.117,48.0,HARD,31.0,2024,Azerbaijan Grand Prix
819,SAI,55,108.443,49.0,HARD,32.0,2024,Azerbaijan Grand Prix
820,SAI,55,,50.0,HARD,33.0,2024,Azerbaijan Grand Prix
821,RUS,63,116.42,1.0,MEDIUM,1.0,2024,Azerbaijan Grand Prix
822,RUS,63,109.738,2.0,MEDIUM,2.0,2024,Azerbaijan Grand Prix
823,RUS,63,109.359,3.0,MEDIUM,3.0,2024,Azerbaijan Grand Prix
824,RUS,63,109.199,4.0,MEDIUM,4.0,2024,Azerbaijan Grand Prix
825,RUS,63,108.952,5.0,MEDIUM,5.0,2024,Azerbaijan Grand Prix
826,RUS,63,109.581,6.0,MEDIUM,6.0,2024,Azerbaijan Grand Prix
827,RUS,63,109.315,7.0,MEDIUM,7.0,2024,Azerbaijan Grand Prix
828,RUS,63,109.351,8.0,MEDIUM,8.0,2024,Azerbaijan Grand Prix
829,RUS,63,109.423,9.0,MEDIUM,9.0,2024,Azerbaijan Grand Prix
830,RUS,63,109.712,10.0,MEDIUM,10.0,2024,Azerbaijan Grand Prix
831,RUS,63,109.833,11.0,MEDIUM,11.0,2024,Azerbaijan Grand Prix
832,RUS,63,114.565,12.0,MEDIUM,12.0,2024,Azerbaijan Grand Prix
833,RUS,63,124.183,13.0,HARD,1.0,2024,Azerbaijan Grand Prix
834,RUS,63,109.818,14.0,HARD,2.0,2024,Azerbaijan Grand Prix
835,RUS,63,109.067,15.0,HARD,3.0,2024,Azerbaijan Grand Prix
836,RUS,63,108.606,16.0,HARD,4.0,2024,Azerbaijan Grand Prix
837,RUS,63,108.043,17.0,HARD,5.0,2024,Azerbaijan Grand Prix
838,RUS,63,108.224,18.0,HARD,6.0,2024,Azerbaijan Grand Prix
839,RUS,63,108.35,19.0,HARD,7.0,2024,Azerbaijan Grand Prix
840,RUS,63,108.387,20.0,HARD,8.0,2024,Azerbaijan Grand Prix
841,RUS,63,108.37,21.0,HARD,9.0,2024,Azerbaijan Grand Prix
842,RUS,63,108.198,22.0,HARD,10.0,2024,Azerbaijan Grand Prix
843,RUS,63,108.293,23.0,HARD,11.0,2024,Azerbaijan Grand Prix
844,RUS,63,107.988,24.0,HARD,12.0,2024,Azerbaijan Grand Prix
845,RUS,63,108.205,25.0,HARD,13.0,2024,Azerbaijan Grand Prix
846,RUS,63,108.326,26.0,HARD,14.0,2024,Azerbaijan Grand Prix
847,RUS,63,108.794,27.0,HARD,15.0,2024,Azerbaijan Grand Prix
848,RUS,63,108.217,28.0,HARD,16.0,2024,Azerbaijan Grand Prix
849,RUS,63,108.998,29.0,HARD,17.0,2024,Azerbaijan Grand Prix
850,RUS,63,108.967,30.0,HARD,18.0,2024,Azerbaijan Grand Prix
851,RUS,63,108.392,31.0,HARD,19.0,2024,Azerbaijan Grand Prix
852,RUS,63,109.052,32.0,HARD,20.0,2024,Azerbaijan Grand Prix
853,RUS,63,107.706,33.0,HARD,21.0,2024,Azerbaijan Grand Prix
854,RUS,63,107.443,34.0,HARD,22.0,2024,Azerbaijan Grand Prix
855,RUS,63,107.702,35.0,HARD,23.0,2024,Azerbaijan Grand Prix
856,RUS,63,107.681,36.0,HARD,24.0,2024,Azerbaijan Grand Prix
857,RUS,63,107.809,37.0,HARD,25.0,2024,Azerbaijan Grand Prix
858,RUS,63,107.649,38.0,HARD,26.0,2024,Azerbaijan Grand Prix
859,RUS,63,107.138,39.0,HARD,27.0,2024,Azerbaijan Grand Prix
860,RUS,63,107.0,40.0,HARD,28.0,2024,Azerbaijan Grand Prix
861,RUS,63,106.852,41.0,HARD,29.0,2024,Azerbaijan Grand Prix
862,RUS,63,106.846,42.0,HARD,30.0,2024,Azerbaijan Grand Prix
863,RUS,63,106.727,43.0,HARD,31.0,2024,Azerbaijan Grand Prix
864,RUS,63,106.707,44.0,HARD,32.0,2024,Azerbaijan Grand Prix
865,RUS,63,106.628,45.0,HARD,33.0,2024,Azerbaijan Grand Prix
866,RUS,63,106.727,46.0,HARD,34.0,2024,Azerbaijan Grand Prix
867,RUS,63,106.664,47.0,HARD,35.0,2024,Azerbaijan Grand Prix
868,RUS,63,107.016,48.0,HARD,36.0,2024,Azerbaijan Grand Prix
869,RUS,63,106.707,49.0,HARD,37.0,2024,Azerbaijan Grand Prix
870,RUS,63,123.467,50.0,HARD,38.0,2024,Azerbaijan Grand Prix
871,RUS,63,,51.0,HARD,39.0,2024,Azerbaijan Grand Prix
872,BOT,77,124.469,1.0,MEDIUM,2.0,2024,Azerbaijan Grand Prix
873,BOT,77,114.291,2.0,MEDIUM,3.0,2024,Azerbaijan Grand Prix
874,BOT,77,112.71,3.0,MEDIUM,4.0,2024,Azerbaijan Grand Prix
875,BOT,77,111.585,4.0,MEDIUM,5.0,2024,Azerbaijan Grand Prix
876,BOT,77,113.313,5.0,MEDIUM,6.0,2024,Azerbaijan Grand Prix
877,BOT,77,111.039,6.0,MEDIUM,7.0,2024,Azerbaijan Grand Prix
878,BOT,77,111.374,7.0,MEDIUM,8.0,2024,Azerbaijan Grand Prix
879,BOT,77,111.315,8.0,MEDIUM,9.0,2024,Azerbaijan Grand Prix
880,BOT,77,111.467,9.0,MEDIUM,10.0,2024,Azerbaijan Grand Prix
881,BOT,77,112.685,10.0,MEDIUM,11.0,2024,Azerbaijan Grand Prix
882,BOT,77,117.809,11.0,MEDIUM,12.0,2024,Azerbaijan Grand Prix
883,BOT,77,126.862,12.0,HARD,2.0,2024,Azerbaijan Grand Prix
884,BOT,77,109.999,13.0,HARD,3.0,2024,Azerbaijan Grand Prix
885,BOT,77,110.005,14.0,HARD,4.0,2024,Azerbaijan Grand Prix
886,BOT,77,109.708,15.0,HARD,5.0,2024,Azerbaijan Grand Prix
887,BOT,77,109.744,16.0,HARD,6.0,2024,Azerbaijan Grand Prix
888,BOT,77,109.792,17.0,HARD,7.0,2024,Azerbaijan Grand Prix
889,BOT,77,109.718,18.0,HARD,8.0,2024,Azerbaijan Grand Prix
890,BOT,77,109.911,19.0,HARD,9.0,2024,Azerbaijan Grand Prix
891,BOT,77,109.692,20.0,HARD,10.0,2024,Azerbaijan Grand Prix
892,BOT,77,109.687,21.0,HARD,11.0,2024,Azerbaijan Grand Prix
893,BOT,77,109.727,22.0,HARD,12.0,2024,Azerbaijan Grand Prix
894,BOT,77,109.77,23.0,HARD,13.0,2024,Azerbaijan Grand Prix
895,BOT,77,109.617,24.0,HARD,14.0,2024,Azerbaijan Grand Prix
896,BOT,77,109.463,25.0,HARD,15.0,2024,Azerbaijan Grand Prix
897,BOT,77,109.646,26.0,HARD,16.0,2024,Azerbaijan Grand Prix
898,BOT,77,109.455,27.0,HARD,17.0,2024,Azerbaijan Grand Prix
899,BOT,77,109.459,28.0,HARD,18.0,2024,Azerbaijan Grand Prix
900,BOT,77,109.321,29.0,HARD,19.0,2024,Azerbaijan Grand Prix
901,BOT,77,109.41,30.0,HARD,20.0,2024,Azerbaijan Grand Prix
902,BOT,77,109.406,31.0,HARD,21.0,2024,Azerbaijan Grand Prix
903,BOT,77,109.281,32.0,HARD,22.0,2024,Azerbaijan Grand Prix
904,BOT,77,111.477,33.0,HARD,23.0,2024,Azerbaijan Grand Prix
905,BOT,77,109.598,34.0,HARD,24.0,2024,Azerbaijan Grand Prix
906,BOT,77,109.231,35.0,HARD,25.0,2024,Azerbaijan Grand Prix
907,BOT,77,109.038,36.0,HARD,26.0,2024,Azerbaijan Grand Prix
908,BOT,77,108.871,37.0,HARD,27.0,2024,Azerbaijan Grand Prix
909,BOT,77,108.836,38.0,HARD,28.0,2024,Azerbaijan Grand Prix
910,BOT,77,109.012,39.0,HARD,29.0,2024,Azerbaijan Grand Prix
911,BOT,77,108.501,40.0,HARD,30.0,2024,Azerbaijan Grand Prix
912,BOT,77,108.418,41.0,HARD,31.0,2024,Azerbaijan Grand Prix
913,BOT,77,108.742,42.0,HARD,32.0,2024,Azerbaijan Grand Prix
914,BOT,77,108.467,43.0,HARD,33.0,2024,Azerbaijan Grand Prix
915,BOT,77,108.683,44.0,HARD,34.0,2024,Azerbaijan Grand Prix
916,BOT,77,108.498,45.0,HARD,35.0,2024,Azerbaijan Grand Prix
917,BOT,77,110.67,46.0,HARD,36.0,2024,Azerbaijan Grand Prix
918,BOT,77,108.863,47.0,HARD,37.0,2024,Azerbaijan Grand Prix
919,BOT,77,114.753,48.0,HARD,38.0,2024,Azerbaijan Grand Prix
920,BOT,77,127.663,49.0,HARD,39.0,2024,Azerbaijan Grand Prix
921,BOT,77,,50.0,HARD,40.0,2024,Azerbaijan Grand Prix
922,PIA,81,112.903,1.0,MEDIUM,1.0,2024,Azerbaijan Grand Prix
923,PIA,81,108.944,2.0,MEDIUM,2.0,2024,Azerbaijan Grand Prix
924,PIA,81,108.811,3.0,MEDIUM,3.0,2024,Azerbaijan Grand Prix
925,PIA,81,108.408,4.0,MEDIUM,4.0,2024,Azerbaijan Grand Prix
926,PIA,81,108.07,5.0,MEDIUM,5.0,2024,Azerbaijan Grand Prix
927,PIA,81,108.848,6.0,MEDIUM,6.0,2024,Azerbaijan Grand Prix
928,PIA,81,108.755,7.0,MEDIUM,7.0,2024,Azerbaijan Grand Prix
929,PIA,81,108.297,8.0,MEDIUM,8.0,2024,Azerbaijan Grand Prix
930,PIA,81,108.225,9.0,MEDIUM,9.0,2024,Azerbaijan Grand Prix
931,PIA,81,108.601,10.0,MEDIUM,10.0,2024,Azerbaijan Grand Prix
932,PIA,81,108.304,11.0,MEDIUM,11.0,2024,Azerbaijan Grand Prix
933,PIA,81,108.948,12.0,MEDIUM,12.0,2024,Azerbaijan Grand Prix
934,PIA,81,109.194,13.0,MEDIUM,13.0,2024,Azerbaijan Grand Prix
935,PIA,81,109.577,14.0,MEDIUM,14.0,2024,Azerbaijan Grand Prix
936,PIA,81,113.511,15.0,MEDIUM,15.0,2024,Azerbaijan Grand Prix
937,PIA,81,123.253,16.0,HARD,1.0,2024,Azerbaijan Grand Prix
938,PIA,81,108.556,17.0,HARD,2.0,2024,Azerbaijan Grand Prix
939,PIA,81,107.817,18.0,HARD,3.0,2024,Azerbaijan Grand Prix
940,PIA,81,107.465,19.0,HARD,4.0,2024,Azerbaijan Grand Prix
941,PIA,81,108.866,20.0,HARD,5.0,2024,Azerbaijan Grand Prix
942,PIA,81,107.854,21.0,HARD,6.0,2024,Azerbaijan Grand Prix
943,PIA,81,107.751,22.0,HARD,7.0,2024,Azerbaijan Grand Prix
944,PIA,81,107.481,23.0,HARD,8.0,2024,Azerbaijan Grand Prix
945,PIA,81,107.066,24.0,HARD,9.0,2024,Azerbaijan Grand Prix
946,PIA,81,107.408,25.0,HARD,10.0,2024,Azerbaijan Grand Prix
947,PIA,81,107.528,26.0,HARD,11.0,2024,Azerbaijan Grand Prix
948,PIA,81,107.368,27.0,HARD,12.0,2024,Azerbaijan Grand Prix
949,PIA,81,107.558,28.0,HARD,13.0,2024,Azerbaijan Grand Prix
950,PIA,81,107.601,29.0,HARD,14.0,2024,Azerbaijan Grand Prix
951,PIA,81,107.661,30.0,HARD,15.0,2024,Azerbaijan Grand Prix
952,PIA,81,107.923,31.0,HARD,16.0,2024,Azerbaijan Grand Prix
953,PIA,81,108.135,32.0,HARD,17.0,2024,Azerbaijan Grand Prix
954,PIA,81,108.436,33.0,HARD,18.0,2024,Azerbaijan Grand Prix
955,PIA,81,107.927,34.0,HARD,19.0,2024,Azerbaijan Grand Prix
956,PIA,81,107.821,35.0,HARD,20.0,2024,Azerbaijan Grand Prix
957,PIA,81,107.873,36.0,HARD,21.0,2024,Azerbaijan Grand Prix
958,PIA,81,107.857,37.0,HARD,22.0,2024,Azerbaijan Grand Prix
959,PIA,81,107.682,38.0,HARD,23.0,2024,Azerbaijan Grand Prix
960,PIA,81,107.776,39.0,HARD,24.0,2024,Azerbaijan Grand Prix
961,PIA,81,107.721,40.0,HARD,25.0,2024,Azerbaijan Grand Prix
962,PIA,81,107.875,41.0,HARD,26.0,2024,Azerbaijan Grand Prix
963,PIA,81,107.688,42.0,HARD,27.0,2024,Azerbaijan Grand Prix
964,PIA,81,107.616,43.0,HARD,28.0,2024,Azerbaijan Grand Prix
965,PIA,81,107.365,44.0,HARD,29.0,2024,Azerbaijan Grand Prix
966,PIA,81,107.727,45.0,HARD,30.0,2024,Azerbaijan Grand Prix
967,PIA,81,107.269,46.0,HARD,31.0,2024,Azerbaijan Grand Prix
968,PIA,81,107.06,47.0,HARD,32.0,2024,Azerbaijan Grand Prix
969,PIA,81,107.488,48.0,HARD,33.0,2024,Azerbaijan Grand Prix
970,PIA,81,107.547,49.0,HARD,34.0,2024,Azerbaijan Grand Prix
971,PIA,81,107.258,50.0,HARD,35.0,2024,Azerbaijan Grand Prix
972,PIA,81,,51.0,HARD,36.0,2024,Azerbaijan Grand Prix
